[time, indiv, gender, coords]
[10200, 'popsize', 20, 'queuesize', 0]
[11300, 24, 0, [6.024589538574219, -6.11515474319458]]
[11300, 23, 0, [6.2586350440979, -3.7708353996276855]]
[11300, 17, 0, [3.154322624206543, -8.712627410888672]]
[11300, 1, 0, [11.803925514221191, -11.200111389160156]]
[11300, 3, 0, [1.2342820167541504, -1.2049663066864014]]
[11300, 0, 0, [11.370976448059082, -1.20076584815979]]
[11300, 12, 0, [10.75086784362793, -8.72854232788086]]
[11300, 2, 0, [1.2352546453475952, -11.238718032836914]]
[11300, 19, 0, [9.191920280456543, -3.7207486629486084]]
[11300, 22, 0, [4.1612162590026855, -6.2243852615356445]]
[11300, 8, 1, [11.875452041625977, -6.211696147918701]]
[11300, 4, 1, [11.84037971496582, -3.705594301223755]]
[11300, 21, 1, [6.255795478820801, -8.721709251403809]]
[11300, 10, 1, [0.9935561418533325, -6.359737396240234]]
[11300, 20, 1, [9.28536605834961, -6.218212127685547]]
[11300, 5, 1, [9.251114845275879, -11.235730171203613]]
[11300, 18, 1, [3.731459140777588, -3.806218147277832]]
[11300, 15, 1, [9.2048978805542, -1.2170097827911377]]
[11300, 6, 1, [1.673937439918518, -8.72140121459961]]
[11300, 11, 1, [5.83944034576416, -1.2335937023162842]]
[19500, 'popsize', 20, 'queuesize', 0]
[20550, 24, 0, [5.674548149108887, -6.1660685539245605]]
[20550, 23, 0, [6.195976257324219, -3.771791934967041]]
[20550, 17, 0, [2.4958486557006836, -8.554458618164062]]
[20550, 1, 0, [12.380175590515137, -11.040459632873535]]
[20550, 3, 0, [1.3164266347885132, -1.7632077932357788]]
[20550, 0, 0, [12.10932445526123, -0.9541725516319275]]
[20550, 12, 0, [10.50798511505127, -8.789178848266602]]
[20550, 2, 0, [1.2194714546203613, -11.197257041931152]]
[20550, 19, 0, [9.943426132202148, -3.5623748302459717]]
[20550, 22, 0, [4.904841899871826, -6.0819478034973145]]
[20550, 8, 1, [12.379936218261719, -6.082404613494873]]
[20550, 4, 1, [12.379233360290527, -3.5690085887908936]]
[20550, 21, 1, [6.197653293609619, -8.736588478088379]]
[20550, 10, 1, [0.30139362812042236, -6.699231147766113]]
[20550, 20, 1, [10.032914161682129, -6.056122779846191]]
[20550, 5, 1, [10.011250495910645, -11.11621379852295]]
[20550, 18, 1, [3.898581027984619, -3.4862120151519775]]
[20550, 15, 1, [9.324178695678711, -1.1374788284301758]]
[20550, 6, 1, [2.3143818378448486, -8.590063095092773]]
[20550, 11, 1, [5.080713748931885, -1.107506275177002]]
[29300, 'popsize', 21, 'queuesize', 0]
[30500, 24, 0, [6.009598731994629, -6.153907299041748]]
[30500, 23, 0, [6.474285125732422, -3.906831979751587]]
[30500, 17, 0, [2.614978075027466, -8.484086036682129]]
[30500, 1, 0, [12.357068061828613, -10.99271297454834]]
[30500, 3, 0, [1.309103012084961, -2.5855331420898438]]
[30500, 0, 0, [12.375844955444336, -0.8868899941444397]]
[30500, 12, 0, [10.78564739227295, -9.561647415161133]]
[30500, 2, 0, [1.233046293258667, -11.155725479125977]]
[30500, 19, 0, [10.701017379760742, -3.2704555988311768]]
[30500, 22, 0, [5.672158241271973, -5.813310146331787]]
[30500, 8, 1, [12.394434928894043, -5.9627838134765625]]
[30500, 4, 1, [12.39449691772461, -3.4592912197113037]]
[30500, 21, 1, [6.241905689239502, -8.71022891998291]]
[30500, 10, 1, [0.10550487041473389, -6.929588317871094]]
[30500, 20, 1, [10.779951095581055, -5.74863862991333]]
[30500, 5, 1, [10.785160064697266, -10.854639053344727]]
[30500, 18, 1, [4.240971565246582, -3.6330833435058594]]
[30500, 15, 1, [8.526456832885742, -1.1670209169387817]]
[30500, 6, 1, [2.4427645206451416, -8.532044410705566]]
[30500, 11, 1, [4.308291912078857, -0.8268619775772095]]
[30500, 14, 1, [1.6829878091812134, -3.7316229343414307]]
[39050, 'popsize', 21, 'queuesize', 0]
[40200, 24, 0, [6.8252387046813965, -6.178928852081299]]
[40200, 23, 0, [7.13025426864624, -4.395239353179932]]
[40200, 17, 0, [2.7322707176208496, -8.403364181518555]]
[40200, 1, 0, [12.357423782348633, -11.048626899719238]]
[40200, 3, 0, [1.190879464149475, -3.3971052169799805]]
[40200, 0, 0, [12.375847816467285, -0.8767820000648499]]
[40200, 12, 0, [10.933545112609863, -10.237855911254883]]
[40200, 2, 0, [1.2681903839111328, -11.119588851928711]]
[40200, 19, 0, [11.391276359558105, -2.853120803833008]]
[40200, 22, 0, [6.370927810668945, -5.409587860107422]]
[40200, 8, 1, [12.39392375946045, -5.830273628234863]]
[40200, 4, 1, [12.394030570983887, -3.3234429359436035]]
[40200, 21, 1, [6.882572174072266, -8.893940925598145]]
[40200, 10, 1, [0.10601422190666199, -7.0659332275390625]]
[40200, 20, 1, [11.466742515563965, -5.310947895050049]]
[40200, 5, 1, [11.49791431427002, -10.473628997802734]]
[40200, 18, 1, [4.296459197998047, -4.20969820022583]]
[40200, 15, 1, [7.762491703033447, -1.3574016094207764]]
[40200, 6, 1, [2.5612099170684814, -8.470894813537598]]
[40200, 11, 1, [3.6029579639434814, -0.43254730105400085]]
[40200, 14, 1, [2.357555389404297, -3.6011581420898438]]
[48800, 'popsize', 21, 'queuesize', 0]
[49900, 24, 0, [7.625942707061768, -6.346306800842285]]
[49900, 23, 0, [7.250114917755127, -4.501850605010986]]
[49900, 17, 0, [2.832625150680542, -8.316216468811035]]
[49900, 1, 0, [12.374244689941406, -11.04061222076416]]
[49900, 3, 0, [0.9440129399299622, -4.168420314788818]]
[49900, 0, 0, [12.375849723815918, -0.8671495914459229]]
[49900, 12, 0, [11.226737976074219, -9.89784049987793]]
[49900, 2, 0, [1.2723406553268433, -11.125595092773438]]
[49900, 19, 0, [12.006555557250977, -2.3274385929107666]]
[49900, 22, 0, [6.957459926605225, -4.8787078857421875]]
[49900, 8, 1, [12.39393138885498, -5.698844909667969]]
[49900, 4, 1, [12.393994331359863, -3.190977096557617]]
[49900, 21, 1, [7.359013557434082, -8.958641052246094]]
[49900, 10, 1, [0.10602554678916931, -7.197803497314453]]
[49900, 20, 1, [12.061327934265137, -4.7621073722839355]]
[49900, 5, 1, [12.126263618469238, -9.969756126403809]]
[49900, 18, 1, [4.506127834320068, -4.952683925628662]]
[49900, 15, 1, [7.053669452667236, -1.684487223625183]]
[49900, 6, 1, [2.671300172805786, -8.402267456054688]]
[49900, 11, 1, [3.2272462844848633, -0.12397623062133789]]
[49900, 14, 1, [2.3250625133514404, -3.6573874950408936]]
[58450, 'popsize', 21, 'queuesize', 0]
[59550, 24, 0, [8.370030403137207, -6.665506839752197]]
[59550, 23, 0, [7.15474271774292, -4.440648078918457]]
[59550, 17, 0, [2.9350545406341553, -8.207592964172363]]
[59550, 1, 0, [12.384073257446289, -11.105770111083984]]
[59550, 3, 0, [0.5644418597221375, -4.8797831535339355]]
[59550, 0, 0, [12.375856399536133, -0.8570756912231445]]
[59550, 12, 0, [11.140666961669922, -9.44111156463623]]
[59550, 2, 0, [1.248215675354004, -11.132802963256836]]
[59550, 19, 0, [12.375897407531738, -1.8399373292922974]]
[59550, 22, 0, [7.41540002822876, -4.348886966705322]]
[59550, 8, 1, [12.3939847946167, -5.568012237548828]]
[59550, 4, 1, [12.376405715942383, -3.2303202152252197]]
[59550, 21, 1, [7.39971399307251, -8.916434288024902]]
[59550, 10, 1, [0.10601851344108582, -7.329047679901123]]
[59550, 20, 1, [12.394261360168457, -4.266839981079102]]
[59550, 5, 1, [12.394387245178223, -9.593151092529297]]
[59550, 18, 1, [4.8691816329956055, -5.630122661590576]]
[59550, 15, 1, [6.424929141998291, -2.1472854614257812]]
[59550, 6, 1, [2.783019542694092, -8.311047554016113]]
[59550, 11, 1, [3.2170281410217285, -0.12394095212221146]]
[59550, 14, 1, [2.570136070251465, -3.8606150150299072]]
[68100, 'popsize', 21, 'queuesize', 0]
[69200, 24, 0, [9.03708553314209, -7.120508670806885]]
[69200, 23, 0, [7.214579105377197, -4.421205997467041]]
[69200, 17, 0, [3.008780002593994, -8.107551574707031]]
[69200, 1, 0, [12.38410758972168, -11.139822006225586]]
[69200, 3, 0, [0.20911826193332672, -5.357954978942871]]
[69200, 0, 0, [12.375843048095703, -0.8465895056724548]]
[69200, 12, 0, [11.08427906036377, -8.664342880249023]]
[69200, 2, 0, [1.2630603313446045, -11.079309463500977]]
[69200, 19, 0, [12.395731925964355, -2.242297410964966]]
