[time, indiv, gender, coords]
[11750, 'popsize', 15, 'queuesize', 0]
[13350, 13, 0, [4.43658971786499, -11.171708106994629]]
[13350, 24, 0, [6.913779258728027, -6.1993865966796875]]
[13350, 2, 0, [0.6150389313697815, -11.216629981994629]]
[13350, 6, 0, [1.2551425695419312, -8.756507873535156]]
[13350, 11, 0, [5.670644760131836, -1.2166231870651245]]
[13350, 23, 0, [6.8047285079956055, -3.7047741413116455]]
[13350, 22, 0, [3.2155044078826904, -6.219973087310791]]
[13350, 3, 0, [1.3094866275787354, -1.4012739658355713]]
[13350, 9, 1, [6.927978992462158, -11.188824653625488]]
[13350, 12, 1, [11.2361421585083, -8.793227195739746]]
[13350, 17, 1, [3.7075068950653076, -8.765817642211914]]
[13350, 1, 1, [11.846848487854004, -11.203357696533203]]
[13350, 10, 1, [1.0775820016860962, -6.3481574058532715]]
[13350, 14, 1, [0.7004626989364624, -3.719099998474121]]
[13350, 4, 1, [11.760372161865234, -3.7116217613220215]]
[24050, 'popsize', 15, 'queuesize', 0]
[25650, 13, 0, [5.400317668914795, -10.901580810546875]]
[25650, 24, 0, [7.888595104217529, -5.931430339813232]]
[25650, 2, 0, [0.12333061546087265, -11.128307342529297]]
[25650, 6, 0, [1.2578480243682861, -8.776623725891113]]
[25650, 11, 0, [4.6637420654296875, -0.9855238795280457]]
[25650, 23, 0, [7.781894207000732, -3.435633897781372]]
[25650, 22, 0, [2.3048298358917236, -5.9993896484375]]
[25650, 3, 0, [0.9531020522117615, -1.7964117527008057]]
[25650, 9, 1, [7.915754795074463, -10.933778762817383]]
[25650, 12, 1, [11.254344940185547, -8.798120498657227]]
[25650, 17, 1, [3.6385762691497803, -8.711891174316406]]
[25650, 1, 1, [11.96693229675293, -11.361313819885254]]
[25650, 10, 1, [0.6530319452285767, -7.26693058013916]]
[25650, 14, 1, [0.12333279848098755, -3.6265814304351807]]
[25650, 4, 1, [12.38354206085205, -3.520439386367798]]
[36300, 'popsize', 15, 'queuesize', 0]
[37900, 13, 0, [6.285619258880615, -10.40566635131836]]
[37900, 24, 0, [8.01203441619873, -5.88792610168457]]
[37900, 2, 0, [0.12332991510629654, -11.123111724853516]]
[37900, 6, 0, [1.2490392923355103, -8.797355651855469]]
[37900, 11, 0, [3.725137948989868, -0.566357433795929]]
[37900, 23, 0, [8.681921005249023, -2.9551074504852295]]
[37900, 22, 0, [2.41318678855896, -5.712006092071533]]
[37900, 3, 0, [0.3527137041091919, -2.6313343048095703]]
[37900, 9, 1, [8.811766624450684, -10.458478927612305]]
[37900, 12, 1, [11.241997718811035, -8.811193466186523]]
[37900, 17, 1, [3.6289620399475098, -8.73299503326416]]
[37900, 1, 1, [11.55674934387207, -12.278416633605957]]
[37900, 10, 1, [0.6158087849617004, -7.751540660858154]]
[37900, 14, 1, [0.12333251535892487, -3.621917963027954]]
[37900, 4, 1, [12.386483192443848, -3.4038355350494385]]
[48600, 'popsize', 15, 'queuesize', 0]
[50200, 13, 0, [6.750542163848877, -9.637868881225586]]
[50200, 24, 0, [8.9194974899292, -5.417402744293213]]
[50200, 2, 0, [0.12333028018474579, -11.116569519042969]]
[50200, 6, 0, [1.2398840188980103, -8.800777435302734]]
[50200, 11, 0, [3.1163158416748047, -0.12385565042495728]]
[50200, 23, 0, [9.461747169494629, -2.294508218765259]]
[50200, 22, 0, [2.6628167629241943, -4.71329402923584]]
[50200, 3, 0, [0.19046159088611603, -2.9990901947021484]]
[50200, 9, 1, [9.560922622680664, -9.762490272521973]]
[50200, 12, 1, [11.22615909576416, -8.810685157775879]]
[50200, 17, 1, [3.6175320148468018, -8.706791877746582]]
[50200, 1, 1, [11.682357788085938, -11.93100643157959]]
[50200, 10, 1, [0.17074817419052124, -7.35661506652832]]
[50200, 14, 1, [0.12333478778600693, -3.6177868843078613]]
[50200, 4, 1, [12.332098960876465, -3.3683695793151855]]
[60200, 'popsize', 15, 'queuesize', 0]
[61700, 13, 0, [6.4271745681762695, -8.873947143554688]]
[61700, 24, 0, [9.661897659301758, -4.806053161621094]]
[61700, 2, 0, [0.12333174049854279, -11.109086036682129]]
[61700, 6, 0, [1.2009860277175903, -8.796199798583984]]
[61700, 11, 0, [3.1026320457458496, -0.12365027517080307]]
[61700, 23, 0, [10.01724624633789, -1.5280983448028564]]
[61700, 22, 0, [3.058088779449463, -3.9357903003692627]]
[61700, 3, 0, [0.21104936301708221, -3.0844759941101074]]
[61700, 9, 1, [10.069774627685547, -8.953723907470703]]
[61700, 12, 1, [11.208645820617676, -8.774142265319824]]
[61700, 17, 1, [3.6867518424987793, -8.665602684020996]]
[61700, 1, 1, [11.572463035583496, -12.190852165222168]]
[61700, 10, 1, [0.11570703238248825, -7.276172637939453]]
[61700, 14, 1, [0.12333442270755768, -3.612962484359741]]
[61700, 4, 1, [12.296481132507324, -3.393573760986328]]
[71400, 'popsize', 15, 'queuesize', 0]
[72800, 13, 0, [6.023360252380371, -8.67894172668457]]
[72800, 24, 0, [9.759906768798828, -4.715938091278076]]
[72800, 2, 0, [0.1233324334025383, -11.103647232055664]]
[72800, 6, 0, [1.1977064609527588, -8.752367973327637]]
[72800, 11, 0, [3.092437744140625, -0.12364038825035095]]
[72800, 23, 0, [10.39373779296875, -0.6961662173271179]]
[72800, 22, 0, [3.2334249019622803, -4.544581413269043]]
[72800, 3, 0, [0.4128381609916687, -3.1532256603240967]]
[72800, 9, 1, [10.371186256408691, -8.073443412780762]]
[72800, 12, 1, [11.269827842712402, -8.770622253417969]]
[72800, 17, 1, [3.641143798828125, -8.67830753326416]]
[72800, 1, 1, [11.52293872833252, -12.296517372131348]]
[72800, 10, 1, [0.11427079886198044, -7.248286724090576]]
[72800, 14, 1, [0.12333299964666367, -3.609248399734497]]
[72800, 4, 1, [12.359349250793457, -3.4001288414001465]]
[81900, 'popsize', 15, 'queuesize', 0]
