[time, indiv, gender, coords]
[8300, 'popsize', 15, 'queuesize', 0]
[9150, 1, 0, [11.399824142456055, -11.36118221282959]]
[9150, 7, 0, [4.209381103515625, -1.221238374710083]]
[9150, 22, 0, [3.3192710876464844, -6.225462913513184]]
[9150, 12, 0, [11.283284187316895, -8.73674488067627]]
[9150, 16, 0, [8.70290756225586, -8.698342323303223]]
[9150, 23, 0, [6.316116809844971, -3.715869188308716]]
[9150, 8, 0, [11.268467903137207, -6.215138912200928]]
[9150, 21, 0, [6.32609224319458, -8.855111122131348]]
[9150, 19, 1, [8.956518173217773, -3.7479491233825684]]
[9150, 5, 1, [8.708012580871582, -11.267645835876465]]
[9150, 15, 1, [8.706329345703125, -1.3035919666290283]]
[9150, 6, 1, [1.2477807998657227, -8.694908142089844]]
[9150, 17, 1, [4.120657920837402, -8.72384262084961]]
[9150, 13, 1, [4.078585624694824, -11.214329719543457]]
[9150, 0, 1, [11.565177917480469, -1.2319612503051758]]
[15650, 'popsize', 15, 'queuesize', 0]
[16450, 1, 0, [11.90271282196045, -11.704662322998047]]
[16450, 7, 0, [4.800507545471191, -1.112627625465393]]
[16450, 22, 0, [2.713252067565918, -6.11591100692749]]
[16450, 12, 0, [11.293917655944824, -8.753898620605469]]
[16450, 16, 0, [8.73145866394043, -8.694522857666016]]
[16450, 23, 0, [6.020835876464844, -3.179013252258301]]
[16450, 8, 0, [11.834197998046875, -5.978873252868652]]
[16450, 21, 0, [6.380535125732422, -8.880048751831055]]
[16450, 19, 1, [8.471525192260742, -3.58514404296875]]
[16450, 5, 1, [8.68474006652832, -11.297815322875977]]
[16450, 15, 1, [8.71149730682373, -1.3206664323806763]]
[16450, 6, 1, [1.1117630004882812, -9.109277725219727]]
[16450, 17, 1, [4.713844299316406, -8.611026763916016]]
[16450, 13, 1, [4.61202335357666, -10.992013931274414]]
[16450, 0, 1, [12.15710163116455, -1.1290196180343628]]
[22700, 'popsize', 15, 'queuesize', 0]
[23500, 1, 0, [12.324464797973633, -12.102417945861816]]
[23500, 7, 0, [5.3534722328186035, -0.9275884032249451]]
[23500, 22, 0, [2.1498305797576904, -5.927701473236084]]
[23500, 12, 0, [11.290953636169434, -8.763179779052734]]
[23500, 16, 0, [8.744156837463379, -8.813536643981934]]
[23500, 23, 0, [5.808600425720215, -2.6296920776367188]]
[23500, 8, 0, [12.375900268554688, -5.819082736968994]]
[23500, 21, 0, [6.628856658935547, -8.618882179260254]]
[23500, 19, 1, [7.900583267211914, -3.483003854751587]]
